file,start,end
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/304/29368562-5a01-4647-a560-afbd7318d2a5.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/304/38448872-8684-41ff-8bce-ffce3439da05.wav,0 days,0 days 00:00:10.581312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/348/24ba0f68-ed7c-44b3-8766-b2492e24690d.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/348/567efcbb-9e1a-444b-9a38-1befb79a4431.wav,0 days,0 days 00:00:18.432000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/348/5b1c913e-c411-446c-99bf-c8afc275836f.wav,0 days,0 days 00:00:15.360000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/348/c76063ce-12b9-4d95-b396-408d81f5ec63.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/350/6a5ef793-22ce-4237-bfbe-a314dbeee240.wav,0 days,0 days 00:00:13.312000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/350/72291eaa-342d-4cad-b98e-f1bfc6db3aa7.wav,0 days,0 days 00:00:19.114687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/350/fb04990d-d34d-49c1-9c30-acbbfdbc853f.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/367/b01b32b1-b776-45a4-91db-b770ef96e8a7.wav,0 days,0 days 00:00:09.557312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/367/deb102b9-8167-4642-add8-376474cf605b.wav,0 days,0 days 00:00:17.408000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/376/4756271a-fe03-42cd-8530-978c648f5f31.wav,0 days,0 days 00:00:08.874687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/376/6a1bcafc-4b20-46bb-96ee-b7570727d12c.wav,0 days,0 days 00:00:04.096000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/376/a71ea89a-17d3-48d8-a91e-15f33064de65.wav,0 days,0 days 00:00:16.042687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/395/2023a03d-0026-46da-b9bf-a970acbfd556.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/395/6aadff87-c953-4899-8d96-5411b6d51a21.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/395/7d161e02-2ade-48ce-90c9-d96f492c26c7.wav,0 days,0 days 00:00:13.994687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/395/cc5676a2-6d2e-4427-b50f-4942453b98cb.wav,0 days,0 days 00:00:15.018687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/412/17c49e56-0b47-49ef-8b97-136f92f154eb.wav,0 days,0 days 00:00:09.898687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/412/56bcb3ef-7db4-4be7-bc05-16151289c59d.wav,0 days,0 days 00:00:04.096000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/412/ed026a38-c627-4ba5-837e-bbd9df000fcd.wav,0 days,0 days 00:00:14.336000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/413/0e05ac52-3007-45a8-ae91-69e407b62ca6.wav,0 days,0 days 00:00:17.749312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/413/aeb53d2c-c84e-43f7-9ac9-2e36d4d33169.wav,0 days,0 days 00:00:15.360000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/413/d7fb0390-9368-443b-883f-a05578ce592e.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/428/1d1d2563-2af8-4a7c-ae1f-cad62ffe8ff8.wav,0 days,0 days 00:00:20.138687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/428/26cf85f6-b0aa-4146-92c7-83ac891fccd7.wav,0 days,0 days 00:00:11.605312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/428/b869b411-4434-4eef-8865-d55bb521f1ff.wav,0 days,0 days 00:00:04.096000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/428/f34810cb-5ded-46c6-9d10-8dfaace62fb6.wav,0 days,0 days 00:00:04.096000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/437/a69d7ec2-b2ae-45fb-82b3-f5de04a7f0b1.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/437/b055fd80-67be-4411-95bf-d6728d9331cd.wav,0 days,0 days 00:00:05.802687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/437/ba7e6065-11b2-46b5-85aa-a3045ee8d5f1.wav,0 days,0 days 00:00:19.797312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/437/d6d52200-31cc-405e-8689-255c9971db25.wav,0 days,0 days 00:00:18.773312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/451/7b760663-6dcb-47c1-b5b3-993eb364543a.wav,0 days,0 days 00:00:13.312000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/451/f96ce00c-4c7f-4093-becf-68d9839967b4.wav,0 days,0 days 00:00:12.970687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/456/05a29189-5f36-465e-b5ed-c1e6e21d9b17.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/456/2365baa2-7cf6-4f17-b958-c084d68593c8.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/456/b186c6d3-c5ea-4aa4-93a7-c93e4c9f698a.wav,0 days,0 days 00:00:12.970687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/456/b1e1f381-d26b-4af6-9b03-6d60e31c83a6.wav,0 days,0 days 00:00:11.264000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/461/258b3588-ae81-46d2-85e3-63a1a5773089.wav,0 days,0 days 00:00:21.162687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/461/6e15acc7-3cf8-43a5-a8aa-4e9ff8f22829.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/461/73a2ad4b-b457-4a60-a87a-9db20dd58a40.wav,0 days,0 days 00:00:13.312000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/461/85b6c091-b6a1-43ca-b72f-a7c0ae7aef17.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/472/89ee3fb3-f56b-45d0-8ab2-98b5de749c94.wav,0 days,0 days 00:00:21.162687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/472/a7a320e6-bbcc-40e5-a053-249ea87a86eb.wav,0 days,0 days 00:00:14.677312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/472/f8a59d4b-724a-44c5-859b-a2f79f84e54f.wav,0 days,0 days 00:00:04.096000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/487/07ce9b24-3f85-430b-9a67-9285904200a7.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/487/53188a4e-eb0f-4037-b249-1aadcc8df18b.wav,0 days,0 days 00:00:14.677312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/487/9c3614db-b317-4b70-8c5d-8cf78c6c4212.wav,0 days,0 days 00:00:16.384000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/54/2b6aa07b-af3a-4736-934a-0c90d252dec1.wav,0 days,0 days 00:00:19.712000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/54/3e7d47bd-3980-41b0-978c-c0ea6bf400a6.wav,0 days,0 days 00:00:02.389312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/54/9844d7aa-1969-4054-a482-c3f9624e0521.wav,0 days,0 days 00:00:03.584000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/54/a280d43f-1c8e-4b19-9607-35151fce704f.wav,0 days,0 days 00:00:03.840000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/54/ec92473f-1f5c-4d2e-b001-b01c9818074c.wav,0 days,0 days 00:00:07.424000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/71/4be70c6e-1bb6-4420-9832-30957e43ddbc.wav,0 days,0 days 00:00:02.133312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/71/4c736ed2-7958-47ff-8475-b25470ee47e3.wav,0 days,0 days 00:00:10.325312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/71/7e6a6aa4-6850-4963-a89c-460bad9bfad9.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/71/b5c45af9-c815-4462-b26d-3ae1ef27177a.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/71/ff901ca8-d3a2-4279-97b8-aceeb6392c09.wav,0 days,0 days 00:00:04.010687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/77/2795c12f-a8d3-43dc-ad66-b73752992a43.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/77/51a98693-6dd0-4832-8f2c-474dd62247cc.wav,0 days,0 days 00:00:02.389312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/77/7f5dc11b-f89d-4dd7-9415-a2f7b1b6dbd4.wav,0 days,0 days 00:00:08.874687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/77/ef9186bc-fc0e-4bff-9ab8-5a35ad570b02.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/77/f248b095-12d5-4007-bf03-c3ca10d7f1f3.wav,0 days,0 days 00:00:22.528000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/78/69a5b3ee-3c83-40be-8d84-fb9d88740bff.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/78/74d9916c-9d62-428a-a7ef-edbf74c42711.wav,0 days,0 days 00:00:15.701312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/78/91ea0f8d-0c15-4203-9fc1-5801fe9d4730.wav,0 days,0 days 00:00:07.509312499
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/78/a99baf03-acb0-4db8-9a03-5f2b7050de60.wav,0 days,0 days 00:00:02.389312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/78/f2346e04-4a17-4e17-9dfd-6fe6f5a51f69.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/269a30-2485615/154/340e1a08-073a-4ef0-be58-4501b6bccd59.wav,0 days,0 days 00:00:11.605312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/269a30-2485615/154/347e9760-9aa4-455c-b84d-9a60e4ca50df.wav,0 days,0 days 00:00:23.893312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/269a30-2485615/154/36175de7-d757-46a3-90d9-3521d0e968de.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/269a30-2485615/154/c54cb339-82fa-4364-a76b-71a641920a82.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/269a30-2485615/154/f33505eb-edba-4724-bc56-af4263696801.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/269a30-2485615/165/25072b36-c9ff-44ff-b5aa-55700a6320d3.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/269a30-2485615/165/4c2e82bf-443c-4ae3-8c68-35c942f86f04.wav,0 days,0 days 00:00:13.653312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/269a30-2485615/165/62af53d7-5302-4f80-8ddc-8fefba2b45c0.wav,0 days,0 days 00:00:04.437312500
